일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2010/01/04,206580,-3243,-1.55,210286,211212,204728,328125,7333082150,1066175978600,47810582
2010/01/05,205191,-1389,-0.67,206580,207507,202875,451635,9980230350,1059004391300,47810582
2010/01/06,213991,8800,4.29,205654,213991,205654,595411,13597705800,1104424444200,47810582
2010/01/07,226034,12043,5.63,214918,244098,210749,2223516,55042456900,1166578200800,47810582
2010/01/08,226497,463,0.20,228813,235298,224644,699947,17237950700,1168968729900,47810582
2010/01/11,230666,4169,1.84,228813,231592,221865,605649,14871933200,1190483491800,47810582
2010/01/12,223718,-6948,-3.01,231129,231592,223255,343254,8369376350,1154625555300,47810582
2010/01/13,217697,-6021,-2.69,220013,222792,216770,284954,6723957100,1123548677000,47810582
2010/01/14,223718,6021,2.77,218160,224644,217697,404690,9731017050,1154625555300,47810582
2010/01/15,239466,15748,7.04,225108,239930,225108,1248914,31664074250,1235903544700,47810582
2010/01/18,241319,1853,0.77,239003,246877,237614,843426,22077178900,1245465661100,47810582
2010/01/19,236224,-5095,-2.11,241319,242709,236224,266265,6854496650,1219169841000,47810582
2010/01/20,226497,-9727,-4.12,238540,239930,219549,839142,20561170450,1168968729900,47810582
2010/01/21,227887,1390,0.61,226034,229740,222329,476900,11672098900,1176140317200,47810582
2010/01/22,218160,-9727,-4.27,220013,223255,217697,497046,11804019300,1125939206100,47810582
2010/01/25,218623,463,0.21,214918,221402,213991,330627,7766674200,1128329735200,47810582
2010/01/26,212602,-6021,-2.75,218623,220476,212602,402975,9417007250,1097252856900,47810582
2010/01/27,208896,-3706,-1.74,212138,213065,208433,220662,5003474250,1078128624100,47810582
2010/01/28,206117,-2779,-1.33,209359,210286,201022,549241,12132554450,1063785449500,47810582
2010/01/29,199633,-6484,-3.15,201948,203801,199633,245916,5350789150,1030318042100,47810582
2010/02/01,199633,0,0.00,199169,203801,199169,312629,6792827200,1030318042100,47810582
2010/02/02,198243,-1390,-0.70,201022,202412,198243,235797,5099836850,1023146454800,47810582
2010/02/03,201485,3242,1.64,200096,202412,198243,197210,4268986950,1039880158500,47810582
2010/02/04,200559,-926,-0.46,202412,203801,200559,141563,3082078050,1035099100300,47810582
2010/02/05,190369,-10190,-5.08,193611,194537,188053,436901,8942503400,982507460100,47810582
2010/02/08,185274,-5095,-2.68,190369,190369,185274,141537,2862971100,956211640000,47810582
2010/02/09,185274,0,0.00,182495,186200,182032,166900,3323266000,956211640000,47810582
2010/02/10,183884,-1390,-0.75,187127,187127,183884,153350,3062304300,949040052700,47810582
2010/02/11,192685,8801,4.79,185274,196390,185274,292630,6090415750,994460105600,47810582
2010/02/12,190832,-1853,-0.96,194537,198706,190832,302586,6342396500,984897989200,47810582
2010/02/16,191295,463,0.24,191295,195001,186663,178519,3677766350,987288518300,47810582
2010/02/17,195464,4169,2.18,192685,196853,192685,182384,3833341700,1008803280200,47810582
2010/02/18,191758,-3706,-1.90,193611,193611,189906,134610,2790468000,989679047400,47810582
2010/02/19,189906,-1852,-0.97,192222,194074,188979,127930,2634861200,980116931000,47810582
2010/02/22,201485,11579,6.10,194537,201485,193148,350947,7551082900,1039880158500,47810582
2010/02/23,199169,-2316,-1.15,202412,202412,197780,172918,3727787050,1027927513000,47810582
2010/02/24,199633,464,0.23,199169,203338,198706,199855,4331714750,1030318042100,47810582
2010/02/25,197780,-1853,-0.93,200096,201485,196390,152528,3272739050,1020755925700,47810582
2010/02/26,201948,4168,2.11,196853,201948,190832,267913,5648774550,1042270687600,47810582
2010/03/02,205191,3243,1.61,202875,205191,200559,296769,6502274550,1059004391300,47810582
