일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2024/01/23","128800","-200","-0.16","128900","129000","128300","849","109236500","170973370400","1327433"
"2024/01/22","129000","600","0.47","128400","129000","128000","1013","130218800","171238857000","1327433"
"2024/01/19","128400","200","0.16","128200","129500","128000","945","121358900","170442397200","1327433"
"2024/01/18","128200","-700","-0.54","128900","129000","128100","912","117209300","170176910600","1327433"
"2024/01/17","128900","-1100","-0.85","131000","131000","128300","3128","402470000","171106113700","1327433"
"2024/01/16","130000","-1900","-1.44","131900","132000","129900","2305","301450800","172566290000","1327433"
"2024/01/15","131900","300","0.23","131700","132100","131500","976","128663500","175088412700","1327433"
"2024/01/12","131600","-800","-0.60","132500","132500","131500","1497","197123900","174690182800","1327433"
"2024/01/11","132400","-300","-0.23","132700","132800","131900","1453","192142200","175752129200","1327433"
"2024/01/10","132700","-100","-0.08","132800","133100","132400","1363","180890400","176150359100","1327433"
"2024/01/09","132800","200","0.15","132600","133200","132400","918","121755700","176283102400","1327433"
"2024/01/08","132600","-1000","-0.75","133600","134100","132400","1717","228411500","176017615800","1327433"
"2024/01/05","133600","500","0.38","133200","134200","133000","1232","164774100","177345048800","1327433"
"2024/01/04","133100","0","0.00","133800","134600","132600","1100","146924100","176681332300","1327433"
"2024/01/03","133100","-1500","-1.11","134800","134900","133100","1736","231986000","176681332300","1327433"
"2024/01/02","134600","500","0.37","134200","135600","133400","1908","255766200","178672481800","1327433"
"2023/12/28","134100","300","0.22","133800","134500","133400","1323","177170300","178008765300","1327433"
"2023/12/27","133800","-900","-0.67","134400","134600","133000","2399","320357700","177610535400","1327433"
"2023/12/26","134700","-200","-0.15","135000","135200","134500","5576","751808800","178805225100","1327433"
"2023/12/22","134900","-1200","-0.88","136500","136900","134900","4306","584549400","179070711700","1327433"
"2023/12/21","136100","0","0.00","136100","136900","136100","3725","507654900","180663631300","1327433"
"2023/12/20","136100","300","0.22","135200","136800","135200","3750","510177900","180663631300","1327433"
"2023/12/19","135800","-600","-0.44","136800","136900","135800","1184","161322000","180265401400","1327433"
"2023/12/18","136400","3300","2.48","135100","136900","133100","4853","657952800","181061861200","1327433"
"2023/12/15","133100","-3000","-2.20","136400","137300","133100","5446","729135500","176681332300","1327433"
"2023/12/14","136100","400","0.29","136200","137000","135100","2194","298786900","180663631300","1327433"
"2023/12/13","135700","200","0.15","135500","136000","135100","2322","314567300","180132658100","1327433"
"2023/12/12","135500","400","0.30","135100","136000","134300","1023","138485300","179867171500","1327433"
"2023/12/11","135100","600","0.45","135100","135100","133500","1211","163014700","179336198300","1327433"
"2023/12/08","134500","400","0.30","135000","135500","134100","2630","353543200","178539738500","1327433"
"2023/12/07","134100","-700","-0.52","135500","135500","133800","3147","423891600","178008765300","1327433"
"2023/12/06","134800","1200","0.90","133600","136000","133600","5134","693693100","178937968400","1327433"
"2023/12/05","133600","600","0.45","133100","134500","132800","2901","389063400","177345048800","1327433"
"2023/12/04","133000","600","0.45","132400","134500","131700","1720","229153900","176548589000","1327433"
"2023/12/01","132400","-800","-0.60","133200","134500","132400","2888","384191700","175752129200","1327433"
"2023/11/30","133200","600","0.45","132600","133800","132600","1831","243238200","176814075600","1327433"
"2023/11/29","132600","-1500","-1.12","134200","135200","132600","4488","598622600","176017615800","1327433"
"2023/11/28","134100","700","0.52","132700","135200","132700","1596","214862800","178008765300","1327433"
"2023/11/27","133400","0","0.00","132500","134000","132500","1021","136285900","177079562200","1327433"
"2023/11/24","133400","-1100","-0.82","134500","134500","132800","1738","231756600","177079562200","1327433"
"2023/11/23","134500","-600","-0.44","135100","135500","134100","2678","360697400","178539738500","1327433"
"2023/11/22","135100","0","0.00","134000","135100","134000","1733","233561300","179336198300","1327433"
"2023/11/21","135100","2600","1.96","133000","135500","132600","4114","552649800","179336198300","1327433"
"2023/11/20","132500","1200","0.91","131900","133300","130600","1852","244276900","175884872500","1327433"
"2023/11/17","131300","-900","-0.68","132800","133500","130100","2019","264289100","174291952900","1327433"
"2023/11/16","132200","-500","-0.38","132700","132700","132100","405","53607900","175486642600","1327433"
"2023/11/15","132700","-300","-0.23","133000","133800","125000","1686","223190800","176150359100","1327433"
"2023/11/14","133000","3200","2.47","130000","133300","130000","3067","405880700","176548589000","1327433"
"2023/11/13","129800","200","0.15","129700","130700","129500","1609","209049800","172300803400","1327433"
"2023/11/10","129600","0","0.00","127200","130100","127200","1704","219155300","172035316800","1327433"
"2023/11/09","129600","0","0.00","129900","130100","128900","1762","228355500","172035316800","1327433"
"2023/11/08","129600","2300","1.81","128900","129700","127300","1553","199806000","172035316800","1327433"
"2023/11/07","127300","-900","-0.70","128600","128600","125200","1573","200247800","168982220900","1327433"
"2023/11/06","128200","1400","1.10","126800","128800","126800","2314","295407400","170176910600","1327433"
"2023/11/03","126800","1000","0.79","127000","127000","125200","530","66905100","168318504400","1327433"
"2023/11/02","125800","300","0.24","126200","126200","124500","1795","224844300","166991071400","1327433"
"2023/11/01","125500","1500","1.21","124000","125500","123400","1893","235012500","166592841500","1327433"
"2023/10/31","124000","900","0.73","123500","124600","122800","756","93306500","164601692000","1327433"
"2023/10/30","123100","-100","-0.08","122000","123800","122000","1151","141082000","163407002300","1327433"
"2023/10/27","123200","0","0.00","123200","123700","122300","3289","404333400","163539745600","1327433"
