,종목명,시가,고가,저가,종가,거래량,거래대금,BPS,PER,PBR,EPS,DIV,DPS
095570,AJ네트웍스,6430,6430,6210,6210,36617,229361330,6168.0,19.4,1.0068093385214008,320.0,1.38,86.0
068400,AJ렌터카,12300,12300,11850,12050,140100,1686184100,11091.0,21.06,1.0862636371833019,572.0,0.0,0.0
006840,AK홀딩스,86300,86400,81400,83300,44889,3738755000,52954.0,10.78,1.5731902925180345,7727.0,0.78,650.0
027410,BGF,11450,11650,11100,11100,810690,9105130050,21952.0,0.15,0.5123191588821634,74964.0,1.8,200.0
282330,BGF리테일,197500,199500,190000,192500,45356,8741464500,22486.0,118.9,8.5590422929823,1619.0,0.52,1000.0
138930,BNK금융지주,9840,9840,9550,9720,1617853,15640348203,21653.0,8.1,0.4489851290814206,1200.0,2.37,230.0
001460,BYC,272000,272000,270000,271000,218,59115000,475434.0,36.56,0.5701619467686366,7414.0,0.31,850.0
001465,BYC우,148000,148000,146000,148000,54,7931000,0.0,0.0,0.0,0.0,0.61,900.0
001040,CJ,152000,152000,148500,149500,69340,10365904000,125004.0,9.18,1.195964854124668,16286.0,0.97,1450.0
079160,CJ CGV,66400,67000,65700,66400,111769,7416362900,14554.0,0.0,0.0,0.0,0.53,350.0
000120,CJ대한통운,156000,156000,150500,152000,95614,14547653000,103964.0,85.1,1.462364376130199,1786.0,0.0,0.0
011150,CJ씨푸드,3165,3230,3130,3215,453834,1444190770,1662.0,25.31,1.9342283393501805,127.0,0.0,0.0
011155,CJ씨푸드1우,29750,30150,29050,29950,3239,96264650,0.0,0.0,0.0,0.0,0.0,0.0
001045,CJ우,71200,71500,70600,70700,3000,212611500,0.0,0.0,0.0,0.0,2.12,1500.0
097950,CJ제일제당,373000,376000,365000,368000,63863,23550261000,232686.0,14.06,1.582141544828653,26179.0,0.82,3000.0
097955,CJ제일제당 우,145000,146500,140000,140000,6784,965433500,0.0,0.0,0.0,0.0,2.18,3050.0
037560,CJ헬로,10100,10300,9900,9900,286672,2901596110,12746.0,26.55,0.7768699493958889,373.0,0.76,75.0
000590,CS홀딩스,84000,86100,81100,85400,2468,208561000,187283.0,16.62,0.45609718981434516,5138.0,0.59,500.0
012030,DB,1030,1065,1030,1050,1725545,1801928280,735.0,0.0,0.0,0.0,0.0,0.0
016610,DB금융투자,4495,4540,4465,4480,172764,774352395,14360.0,41.88,0.31202123955431754,107.0,2.23,100.0
005830,DB손해보험,60300,60600,59500,60000,274324,16518060900,65368.0,5.74,0.9169065545259149,10445.0,3.83,2300.0
000990,DB하이텍,19400,19700,19000,19350,636381,12376591500,10240.0,7.6,1.8899978637695312,2546.0,1.29,250.0
000995,DB하이텍1우,39000,39750,38050,39650,1273,49832550,0.0,0.0,0.0,0.0,0.76,300.0
139130,DGB금융지주,10750,11000,10450,11000,1270353,13691675164,23088.0,6.16,0.4767931054552148,1787.0,3.09,340.0
004840,DRB동일,7330,7330,7210,7280,9098,65953080,17367.0,7.62,0.41951779956238844,956.0,1.37,100.0
155660,DSR,5470,5470,5280,5380,111576,598458720,8721.0,7.77,0.6165021929824561,692.0,0.93,50.0
069730,DSR제강,5570,5800,5570,5650,117947,665669160,9032.0,16.23,0.6255051483613817,348.0,0.71,40.0
017940,E1,72300,72500,70500,72500,36024,2597222300,171187.0,4.97,0.42376903620017875,14600.0,2.76,2000.0
007700,F&F,66500,69400,66500,68400,57919,3958839400,19218.0,14.07,3.560408454964096,4863.0,0.95,650.0
114090,GKL,27700,28150,27000,27150,273687,7463423100,8602.0,20.84,3.154913101604278,1302.0,2.69,730.0
078930,GS,59200,59400,58000,58000,241519,14058844900,81628.0,5.57,0.7107901087862009,10416.0,3.1,1800.0
006360,GS건설,46150,47300,45200,45700,820427,37899672900,44190.0,0.0,0.0,0.0,0.66,300.0
001250,GS글로벌,3640,3715,3635,3665,352251,1288369075,4452.0,14.26,0.8230588078391734,257.0,0.68,25.0
007070,GS리테일,42150,42350,40800,40900,216605,8926367150,26369.0,26.64,1.5508119145587622,1535.0,1.47,600.0
078935,GS우,40100,40250,39650,39750,3735,148636600,0.0,0.0,0.0,0.0,4.65,1850.0
012630,HDC,29500,30750,29200,30450,1713347,51577265650,38991.0,5.28,0.7805863853196892,5763.0,3.28,1000.0
039570,HDC아이콘트롤스,15550,15950,15300,15750,179653,2802766700,11953.0,10.91,1.3166333765581861,1443.0,1.59,250.0
089470,HDC현대EP,6350,6350,6190,6350,80776,508004040,8772.0,6.34,0.7241818784199726,1002.0,1.89,120.0
294870,HDC현대산업개발,69800,71000,66000,66300,573753,38946879200,0.0,0.0,0.0,0.0,0.0,0.0
003560,IHQ,2020,2095,2020,2075,560343,1156100310,1558.0,115.25,1.3315147625160462,18.0,0.0,0.0
175330,JB금융지주,6170,6170,5950,5950,463530,2791124190,15630.0,4.93,0.38068668026231606,1207.0,1.68,100.0
234080,JW생명과학,25450,26200,25250,26200,79944,2068016800,6448.0,24.72,4.063566222084368,1060.0,1.91,500.0
001060,JW중외제약,40600,41200,40450,41200,90991,3723962700,12541.0,0.0,0.0,0.0,0.67,275.0
001067,JW중외제약2우B,45400,56500,45400,50200,35566,1844916000,0.0,0.0,0.0,0.0,0.55,275.0
001065,JW중외제약우,29300,33800,29150,30600,106221,3339163700,0.0,0.0,0.0,0.0,0.98,300.0
096760,JW홀딩스,8920,9040,8790,9010,581301,5196402850,2651.0,10.48,3.3986585250848735,860.0,0.83,75.0
105560,KB금융,55900,55900,53800,55000,1356778,74169180900,81411.0,6.62,0.6754392354073774,8305.0,3.49,1920.0
002380,KCC,346500,346500,342000,342000,21674,7439055500,554654.0,80.5,0.6166808496828654,4249.0,2.63,9000.0
009070,KCTC,2925,2970,2870,2925,90006,262512040,6092.0,9.82,0.48037641579120155,298.0,1.2,35.0
009440,KC그린홀딩스,4690,4690,4615,4645,33886,157085775,7226.0,20.02,0.6426273180182673,232.0,2.37,110.0
119650,KC코트렐,4470,4535,4465,4515,39824,179063955,5861.0,8.73,0.7697718499402832,517.0,2.21,100.0
092220,KEC,1465,1485,1420,1450,4106521,5961340510,1961.0,145.0,0.7394186639469659,10.0,0.83,12.0
001390,KG케미칼,30800,31750,29900,31200,157749,4854266550,19661.0,82.75,1.5867326178729464,377.0,1.12,350.0
001940,KISCO홀딩스,13950,13950,13400,13500,14188,192123850,41227.0,16.02,0.32748373335435516,843.0,1.85,250.0
025000,KPX케미칼,69400,70600,68500,68500,2343,163278700,89789.0,12.36,0.7629889588368286,5543.0,2.92,2000.0
092230,KPX홀딩스,66300,66300,65200,66300,442,29024800,145038.0,6.72,0.45731118741295385,9872.0,5.81,3850.0
000040,KR모터스,747,750,733,747,426734,317717628,350.0,0.0,0.0,0.0,0.0,0.0
044450,KSS해운,8030,8190,7900,8190,138914,1129358350,9806.0,7.31,0.8347567815623088,1120.0,2.81,230.0
030200,KT,28200,28350,28050,28300,482811,13671539233,44749.0,14.54,0.6322602879393953,1946.0,3.53,1000.0
033780,KT&G,102500,103000,99900,100500,406458,41005865800,56609.0,10.9,1.7744686964528609,9217.0,3.98,4000.0
