,종목명,시가,고가,저가,종가,거래량,거래대금,BPS,PER,PBR,EPS,DIV,DPS
095570,AJ네트웍스,4220,4235,4190,4220,27396,115421715,7231.0,3.75,0.5829069285022819,1124.0,2.37,100.0
068400,AJ렌터카,11500,11500,11300,11350,80249,913678850,11150.0,66.0,1.018116591928251,172.0,0.0,0.0
006840,AK홀딩스,34100,34200,33350,33650,38643,1302751600,63797.0,4.09,0.5272171888960296,8224.0,2.23,750.0
027410,BGF,5800,5880,5800,5880,91322,534613830,15719.0,10.23,0.37408699265220435,575.0,0.6,35.0
282330,BGF리테일,180500,183000,180000,181000,19593,3546078500,30182.0,20.28,5.997288325823338,8925.0,1.48,2680.0
138930,BNK금융지주,7170,7190,7050,7190,921781,6564567080,23400.0,4.87,0.3070454393696581,1475.0,4.17,300.0
001460,BYC,244000,244000,240000,242500,369,89399500,485043.0,22.27,0.49994520460041686,10891.0,0.41,1000.0
001465,BYC우,126500,126500,124500,126000,238,29763500,0.0,0.0,0.0,0.0,0.83,1050.0
001040,CJ,92300,93100,91500,92600,110162,10157441300,121743.0,10.09,0.7611166555777334,9180.0,1.57,1450.0
079160,CJ CGV,35400,36700,35200,36650,152538,5513935450,5284.0,0.0,0.0,0.0,0.55,200.0
00104K,CJ4우(전환),66100,67100,66000,67100,5527,367441400,0.0,0.0,0.0,0.0,0.0,0.0
000120,CJ대한통운,158500,159500,157000,159000,35599,5652283500,116702.0,79.7,1.362926513684427,1996.0,0.0,0.0
011150,CJ씨푸드,3000,3030,2965,2980,207046,618667360,1710.0,49.66,1.7423245614035088,60.0,0.0,0.0
011155,CJ씨푸드1우,31000,31300,30100,30450,4466,136793650,0.0,0.0,0.0,0.0,0.0,0.0
001045,CJ우,43250,43400,43200,43350,5854,253335050,0.0,0.0,0.0,0.0,3.46,1500.0
097950,CJ제일제당,254500,256000,245500,246000,66554,16481722000,291963.0,4.44,0.8430005471583728,55416.0,1.42,3500.0
097955,CJ제일제당 우,103500,104000,102000,104000,5265,543382000,0.0,0.0,0.0,0.0,3.41,3550.0
037560,CJ헬로,6180,6260,6110,6190,282501,1740517750,13677.0,12.09,0.4527308620311472,512.0,1.21,75.0
000590,CS홀딩스,58500,59000,58200,59000,507,29767700,189462.0,10.79,0.31143650342812806,5469.0,0.85,500.0
012030,DB,790,803,790,796,331098,264363173,684.0,0.0,0.0,0.0,0.0,0.0
016610,DB금융투자,4425,4430,4360,4390,18996,83438435,15495.0,3.35,0.2836197160374314,1312.0,5.69,250.0
005830,DB손해보험,52300,53000,51700,52300,220551,11493910200,72003.0,6.22,0.7266133876366263,8413.0,3.82,2000.0
000990,DB하이텍,17650,18000,17400,17600,410208,7269413850,12545.0,8.79,1.4026068652849741,2002.0,1.42,250.0
000995,DB하이텍1우,39950,39950,38450,38950,521,20425350,0.0,0.0,0.0,0.0,0.77,300.0
139130,DGB금융지주,7200,7230,7080,7140,730423,5198377490,25684.0,3.2,0.278144193612755,2233.0,5.04,360.0
001530,DI동일,74900,77000,74900,76600,4414,335539300,198666.0,5470.0,0.3856120322551418,14.0,1.96,1500.0
004840,DRB동일,5560,5610,5500,5500,4863,26916150,17183.0,17.92,0.3202011071989757,307.0,2.0,110.0
155660,DSR,4635,4635,4500,4535,46499,211289085,9127.0,9.18,0.4968517174317958,494.0,1.1,50.0
069730,DSR제강,4530,4615,4520,4540,49966,227849920,9454.0,8.85,0.48031008700021155,513.0,0.88,40.0
017940,E1,50000,50100,49650,50100,4631,231062650,180483.0,3.71,0.2777194129779536,13507.0,3.99,2000.0
007700,F&F,120000,122500,116000,116500,126880,15009199000,25593.0,16.44,4.5530198687141015,7089.0,0.56,650.0
114090,GKL,20750,20950,20700,20900,109543,2283179350,9087.0,16.62,2.2997276328821394,1257.0,3.4,710.0
078930,GS,49600,49850,49400,49750,134388,6674575550,89656.0,5.22,0.5552518096948336,9539.0,3.82,1900.0
006360,GS건설,32000,32150,31150,31250,353854,11113843450,44671.0,4.01,0.6994082430435853,7788.0,3.2,1000.0
001250,GS글로벌,2390,2400,2370,2390,90452,215639250,4636.0,9.6,0.5157008331535806,249.0,1.05,25.0
007070,GS리테일,40300,40350,39250,39750,188775,7475681800,27116.0,25.38,1.4654539755126126,1566.0,1.64,650.0
078935,GS우,37450,37450,37150,37250,434,16144250,0.0,0.0,0.0,0.0,5.23,1950.0
012630,HDC,11750,11750,10900,11100,1752825,19672650450,32167.0,0.7,0.3470393218885037,15943.0,1.35,150.0
039570,HDC아이콘트롤스,12400,12500,11200,11400,1336548,15771517700,12614.0,7.74,0.9036378849889012,1473.0,3.07,350.0
089470,HDC현대EP,4610,4610,4395,4405,841967,3772598240,8849.0,16.02,0.4977169030398915,275.0,1.36,60.0
294870,HDC현대산업개발,30150,30150,28150,28500,1136035,32752122150,41976.0,5.45,0.6792050814751286,5232.0,1.75,500.0
082740,HSD엔진,4575,4750,4440,4480,1491382,6852161300,7012.0,0.0,0.0,0.0,0.0,0.0
003560,IHQ,1880,1980,1850,1865,11535897,22121962475,1387.0,0.0,0.0,0.0,5.58,104.0
175330,JB금융지주,5450,5470,5370,5420,342056,1846395620,15898.0,3.9,0.3412657793040005,1391.0,3.32,180.0
234080,JW생명과학,21000,21050,20800,20900,20695,432332850,6900.0,20.92,3.0291236413043476,999.0,2.39,500.0
001060,JW중외제약,29900,30350,29400,30100,50672,1525382000,11795.0,89.56,2.5513353115727004,336.0,1.08,325.0
001067,JW중외제약2우B,40200,40550,39300,40200,114,4561100,0.0,0.0,0.0,0.0,0.81,325.0
001065,JW중외제약우,27100,27100,26550,26850,1215,32522800,0.0,0.0,0.0,0.0,1.3,350.0
096760,JW홀딩스,6600,6730,6550,6730,83301,556095590,2820.0,18.69,2.3856382978723403,360.0,1.26,85.0
105560,KB금융,43800,43800,43200,43700,908957,39623238500,85393.0,5.66,0.511775747499795,7721.0,4.39,1920.0
002380,KCC,225000,228500,223000,225000,19633,4410006500,542792.0,0.0,0.0,0.0,4.0,9000.0
009070,KCTC,2915,2925,2880,2920,28550,82757390,6277.0,12.12,0.4652289608889597,241.0,1.54,45.0
