,종목명,시가,고가,저가,종가,거래량,거래대금,BPS,PER,PBR,EPS,DIV,DPS
095570,AJ네트웍스,7270,7340,7230,7280,45484,331821700,5980.0,25.28,1.2175585284280936,288.0,0.82,60.0
068400,AJ렌터카,12700,12850,12250,12450,335452,4182466800,10537.0,34.38,1.1809575780582708,362.0,0.0,0.0
006840,AK홀딩스,63100,66300,63100,66100,28300,1844415000,46834.0,11.84,1.4123786938975957,5585.0,0.83,550.0
027410,BGF리테일,82500,85000,82500,84900,87506,7378105700,18649.0,22.92,4.552663681698751,3704.0,0.94,800.0
138930,BNK금융지주,9820,9940,9780,9900,714253,7047983460,20810.0,6.5,0.47539644401729936,1522.0,2.32,230.0
001460,BYC,321000,326000,318000,319500,662,212863500,468849.0,11.5,0.6814902026025437,27784.0,0.25,800.0
001465,BYC우,170000,172500,168000,172500,51,8628500,0.0,0.0,0.0,0.0,0.49,850.0
001040,CJ,176500,180500,175500,179000,94395,16754908500,118834.0,22.84,1.5065256471211943,7837.0,0.75,1350.0
079160,CJ CGV,69500,69600,67800,68500,112157,7681836200,17654.0,117.5,3.8802820890449756,583.0,0.51,350.0
000120,CJ대한통운,161500,162000,160500,161000,17498,2822612000,102843.0,50.84,1.5652140884649417,3166.0,0.0,0.0
011150,CJ씨푸드,2865,2940,2865,2900,59009,171817885,1530.0,19.45,1.8944546568627452,149.0,0.0,0.0
011155,CJ씨푸드1우,27300,28400,27200,27350,6874,189736700,0.0,0.0,0.0,0.0,0.0,0.0
001045,CJ우,76500,77700,75600,77500,2380,183285200,0.0,0.0,0.0,0.0,1.81,1400.0
097950,CJ제일제당,368500,375500,368000,371500,19761,7348790500,235302.0,19.03,1.5789413710890685,19522.0,0.67,2500.0
097955,CJ제일제당 우,158500,162500,157000,161500,2972,473187000,0.0,0.0,0.0,0.0,1.58,2550.0
037560,CJ헬로비전,7050,7060,6980,7020,217605,1526657330,12482.0,25.25,0.5623698125300433,278.0,1.07,75.0
000590,CS홀딩스,79800,81300,79800,81200,1019,82233200,185295.0,10.09,0.4382429032083974,8045.0,0.62,500.0
139130,DGB금융지주,10200,10350,10050,10300,367539,3754322500,21773.0,6.05,0.4729908458871079,1702.0,2.91,300.0
004840,DRB동일,7730,7820,7720,7820,6332,49143340,17513.0,3.63,0.446782501748701,2155.0,1.02,80.0
155660,DSR,5250,5320,5250,5310,56288,297346780,8252.0,7.9,0.6432077072224915,672.0,0.94,50.0
069730,DSR제강,4770,4835,4700,4770,65494,312334650,8780.0,7.91,0.5432601615888383,603.0,0.84,40.0
017940,E1,55100,55500,54900,55300,5237,288471700,161644.0,0.0,0.0,0.0,3.62,2000.0
007700,F&F,39950,42150,39800,42050,70388,2913885300,14721.0,21.42,2.8565410383126144,1963.0,0.83,350.0
114090,GKL,25550,26100,25350,26050,197305,5109495750,8386.0,14.09,3.1074819639875986,1849.0,3.84,1000.0
078930,GS,67800,68200,67000,68200,146229,9887057300,73540.0,8.02,0.9283577602325265,8509.0,2.35,1600.0
006360,GS건설,27050,28400,27050,27600,823045,22873379750,46180.0,0.0,0.0,0.0,0.0,0.0
001250,GS글로벌,3095,3135,3090,3100,143983,448504955,3787.0,10.69,0.8184248745709004,290.0,0.0,0.0
007070,GS리테일,33700,34150,33550,33800,148692,5018990900,25842.0,9.49,1.3083806158579057,3562.0,3.25,1100.0
078935,GS우,42400,42500,42200,42500,2969,125644700,0.0,0.0,0.0,0.0,3.88,1650.0
003560,IHQ,1830,1850,1820,1840,262148,482223370,1533.0,59.34,1.2000366927592956,31.0,0.0,0.0
175330,JB금융지주,5790,5810,5750,5760,353942,2042085420,14663.0,6.27,0.3925137889586033,918.0,0.87,50.0
234080,JW생명과학,34650,35900,34650,35650,26072,925700300,11406.0,18.62,3.1270274416973525,1915.0,1.68,600.0
001060,JW중외제약,41250,41600,40800,41550,59625,2462602750,13073.0,0.0,0.0,0.0,0.6,250.0
001067,JW중외제약2우B,45900,46600,44700,45200,1789,81157400,0.0,0.0,0.0,0.0,0.55,250.0
001065,JW중외제약우,25900,25950,25400,25800,517,13220350,0.0,0.0,0.0,0.0,1.07,275.0
096760,JW홀딩스,7950,8080,7950,8060,92420,740790560,1912.0,0.0,0.0,0.0,0.93,75.0
105560,KB금융,57400,58600,56400,57700,986787,56993055000,74138.0,10.33,0.778461281663924,5588.0,2.17,1250.0
002380,KCC,384000,393500,384000,393500,21429,8361207500,564197.0,25.4,0.6975723351063547,15491.0,2.29,9000.0
009070,KCTC,2485,2485,2430,2485,6887,16982345,5896.0,9.14,0.42168419267299867,272.0,1.41,35.0
009440,KC그린홀딩스,4945,4990,4945,4990,23167,115018025,7044.0,23.66,0.7086128265190232,211.0,2.0,100.0
119650,KC코트렐,4305,4305,4220,4265,22768,96702235,5305.0,55.38,0.8037464655984919,77.0,0.94,40.0
092220,KEC,1305,1330,1285,1290,3478106,4539134505,2215.0,322.5,0.582392776523702,4.0,0.0,0.0
109070,KGP,3370,3370,3100,3210,87089,280899510,2020.0,0.0,0.0,0.0,0.0,0.0
001390,KG케미칼,16500,16650,16300,16600,106843,1759680550,17950.0,14.13,0.9251283948467967,1175.0,2.11,350.0
001940,KISCO홀딩스,81000,82100,81000,81900,2500,204256700,202798.0,5.46,0.40378483916261504,14995.0,1.1,900.0
083420,KPX그린케미칼,4630,4680,4580,4625,7486,34467100,5775.0,32.12,0.801038961038961,144.0,3.46,160.0
025000,KPX케미칼,73400,77700,72800,75800,5514,416612900,87108.0,11.18,0.870421093642375,6782.0,2.64,2000.0
092230,KPX홀딩스,71900,72700,71000,71700,1153,82761300,136803.0,9.91,0.5241218211588927,7238.0,2.93,2100.0
