,종목명,시가,고가,저가,종가,거래량,거래대금,BPS,PER,PBR,EPS,DIV,DPS
068400,AJ렌터카,15200,15200,14850,15050,242342,3644881200,8589.0,18.52,1.7526141721969961,813.0,0.0,0.0
006840,AK홀딩스,68300,70900,67200,70900,42112,2912722600,36611.0,9.72,1.9367949523367294,7296.0,0.28,200.0
027410,BGF리테일,54500,55200,54500,54800,74457,4080830600,7860.0,19.17,6.971147423664122,2858.0,0.73,400.0
138930,BS금융지주,15250,15250,14900,15100,841545,12633230500,17557.0,9.88,0.8601092156974426,1528.0,1.85,280.0
001460,BYC,229500,230000,229000,230000,89,20463500,414146.0,9.36,0.5552627424869491,24570.0,0.33,750.0
001465,BYC우,99100,99100,97500,98400,761,74219900,0.0,0.0,0.0,0.0,0.81,800.0
001040,CJ,140500,143000,138000,139000,129614,18130367500,103118.0,26.33,1.3480915068174324,5280.0,0.68,950.0
079160,CJ CGV,45050,45700,44800,45400,71574,3242372250,17591.0,74.06,2.58088297993292,613.0,0.77,350.0
000120,CJ대한통운,119500,121500,118000,119500,57185,6879240000,97222.0,0.0,0.0,0.0,0.0,0.0
011150,CJ씨푸드,2575,2600,2575,2600,67389,174470025,1232.0,14.69,2.110135957792208,177.0,0.0,0.0
011155,CJ씨푸드1우,7070,7210,6950,7170,3135,22022530,0.0,0.0,0.0,0.0,0.0,0.0
001045,CJ우,74700,74700,73700,74100,10784,800665700,0.0,0.0,0.0,0.0,1.35,1000.0
097950,CJ제일제당,348500,348500,336500,338500,63488,21558963000,199891.0,40.8,1.6932131136469375,8293.0,0.53,1800.0
097955,CJ제일제당 우,176000,179000,174500,176500,4378,773042000,0.0,0.0,0.0,0.0,1.05,1850.0
037560,CJ헬로비전,14050,14450,14000,14350,247956,3505896950,11415.0,14.44,1.2571944809461235,994.0,0.52,75.0
000590,CS홀딩스,69900,69900,66300,67400,10065,677714000,153699.0,9.69,0.4386190703908288,6959.0,0.0,0.0
139130,DGB금융지주,15800,15800,15400,15500,411976,6405288475,20208.0,8.72,0.7666873886579573,1777.0,1.81,280.0
004840,DRB동일,13900,14300,13850,14150,149571,2108504850,12922.0,5.98,1.0950154049295775,2366.0,0.28,40.0
155660,DSR,4170,4170,4020,4080,12386,50417365,6520.0,9.05,0.6257884394171779,451.0,0.74,30.0
069730,DSR제강,3915,4080,3915,4000,17443,68973965,7038.0,31.75,0.5684143222506394,126.0,0.75,30.0
017940,E1,71500,71900,68900,71600,4549,324713600,161614.0,11.08,0.442949520152957,6462.0,2.79,2000.0
007700,F&F,8310,8530,8290,8460,10407,86661280,11526.0,15.55,0.7337758112094396,544.0,1.18,100.0
114090,GKL,39750,40750,39700,40500,201640,8155384604,6395.0,18.2,6.330531665363566,2224.0,2.91,1179.0
078930,GS,43400,43400,42650,42900,188516,8079810350,69423.0,11.36,0.6181772431326794,3778.0,3.15,1350.0
006360,GS건설,33550,33550,32850,33100,371087,12267879400,56156.0,0.0,0.0,0.0,0.0,0.0
001250,GS글로벌,9720,9720,9540,9690,49180,473173560,11192.0,11.44,0.8655792083631165,847.0,1.29,125.0
007070,GS리테일,23200,23500,23050,23300,78759,1841397750,20969.0,15.07,1.1111022521341027,1546.0,1.93,450.0
078935,GS우,28300,28650,28300,28500,5213,148475550,0.0,0.0,0.0,0.0,4.91,1400.0
035000,GⅡR,8000,8100,7950,8070,7115,57153030,7298.0,10.93,1.105249297752809,738.0,2.48,200.0
001500,HMC투자증권,10250,10600,10250,10600,33663,352641150,22736.0,0.0,0.0,0.0,0.0,0.0
011420,IB월드와이드,2410,2700,2385,2535,802984,2039368785,1095.0,0.0,0.0,0.0,0.0,0.0
003560,IHQ,2750,2790,2705,2725,352399,965744280,882.0,908.5,3.0901360544217686,3.0,0.0,0.0
175330,JB금융지주,7310,7350,7250,7330,108246,791398280,11789.0,18.05,0.6215142293663585,406.0,1.36,100.0
001060,JW중외제약,16450,16500,15900,15900,80272,1291299100,14334.0,91.94,1.1096126342960793,173.0,0.79,125.0
001067,JW중외제약2우B,16600,16600,16100,16600,2053,33242850,0.0,0.0,0.0,0.0,0.75,125.0
001065,JW중외제약우,11950,11950,11950,11950,2,23900,0.0,0.0,0.0,0.0,1.26,150.0
096760,JW홀딩스,2540,2560,2525,2535,94813,240614315,2050.0,7.24,1.2358041158536586,350.0,0.99,25.0
105560,KB금융,34800,35050,34550,34600,1095462,38020202500,66398.0,10.6,0.5209930786695383,3263.0,1.45,500.0
002380,KCC,649000,649000,639000,643000,14160,9114256000,481084.0,25.42,1.3367669094690324,25297.0,1.24,8000.0
009070,KCTC,2685,2955,2680,2875,189023,544327815,4877.0,28.75,0.589501742874718,100.0,0.87,25.0
