,종목명,시가,고가,저가,종가,거래량,거래대금,BPS,PER,PBR,EPS,DIV,DPS
068400,AJ렌터카,10350,10500,10200,10400,155288,1611394100,7647.0,11.43,1.360143275140578,910.0,0.0,0.0
006840,AK홀딩스,39500,40300,38850,39400,24472,967595300,33073.0,1.72,1.192467851655807,22933.0,0.38,150.0
138930,BS금융지주,16850,16950,16400,16450,520466,8588532100,16833.0,8.8,0.9767337595793976,1869.0,2.01,330.0
001460,BYC,185500,188500,185500,188500,232,43562500,396687.0,4.81,0.47472933832278347,39163.0,0.45,850.0
001465,BYC우,69200,69200,68400,69200,63,4333500,0.0,0.0,0.0,0.0,1.3,900.0
001040,CJ,108500,109000,106000,106000,98700,10525163000,101632.0,13.59,1.0434198259406486,7801.0,0.61,650.0
079160,CJ CGV,51000,51900,50600,51500,78334,4025476400,16762.0,19.61,3.0720808226941894,2626.0,0.68,350.0
000120,CJ대한통운,94000,94000,91200,91500,42973,3943855700,100335.0,19.2,0.9115910138535904,4763.0,0.0,0.0
011150,CJ씨푸드,2565,2580,2545,2560,30800,78893650,1080.0,16.2,2.370457175925926,158.0,0.0,0.0
011155,CJ씨푸드1우,7550,8630,7550,8070,49621,405974000,0.0,0.0,0.0,0.0,0.0,0.0
001045,CJ우,36650,36650,35300,35800,1188,42418900,0.0,0.0,0.0,0.0,1.96,700.0
097950,CJ제일제당,259500,260000,253500,257000,50134,12814810500,206383.0,13.99,1.2453665863346304,18369.0,0.7,1800.0
097955,CJ제일제당 우,84700,85000,82600,84000,2801,235355400,0.0,0.0,0.0,0.0,2.2,1850.0
037560,CJ헬로비전,16300,17000,16200,16800,448588,7475104900,9354.0,11.27,1.796952673989737,1491.0,0.0,0.0
000590,CS홀딩스,38900,38900,37650,38250,370,14075000,146972.0,6.7,0.26017976638407314,5708.0,0.0,0.0
139130,DGB금융지주,16900,16900,16450,16600,201450,3357499000,18823.0,8.14,0.8818325652127716,2039.0,1.99,330.0
004840,DRB동일,7760,7770,7710,7760,25450,196809300,12043.0,4.99,0.6440901223739932,1555.0,0.52,40.0
155660,DSR,4320,4380,4265,4325,68557,296560125,5128.0,5.71,0.844167438572543,758.0,0.0,0.0
069730,DSR제강,3415,3555,3415,3545,45490,160601450,6964.0,41.22,0.5090196008041356,86.0,0.85,30.0
017940,E1,76400,76500,75500,75500,2950,224274000,154916.0,5.0,0.4872317901314261,15096.0,2.12,1600.0
007700,F&F,6010,6230,6000,6040,7170,43686700,11083.0,11.48,0.5446785053685825,526.0,1.66,100.0
114090,GKL,39350,39650,38850,39400,304796,11981417700,5358.0,16.92,7.352393617021277,2328.0,3.09,1217.0
078930,GS,59200,59500,58300,58600,185899,10900757400,66978.0,11.23,0.8744509624428917,5217.0,2.3,1350.0
006360,GS건설,37650,38050,37050,37450,224701,8419284300,72576.0,18.16,0.5160982108410493,2063.0,0.67,250.0
001250,GS글로벌,10000,10050,9690,9750,71820,705961700,10444.0,10.76,0.9332227235733436,906.0,1.28,125.0
007070,GS리테일,28950,29050,28500,29000,112439,3237807500,19798.0,18.1,1.4650106702697243,1603.0,1.38,400.0
078935,GS우,28200,28200,27850,28050,4521,126690550,0.0,0.0,0.0,0.0,4.99,1400.0
035000,GⅡR,7970,7970,7920,7960,1920,15262500,6815.0,10.5,1.1678650036683786,758.0,2.51,200.0
001500,HMC투자증권,11050,11050,10750,10850,59813,649308200,23166.0,10.32,0.4682141257662091,1051.0,1.38,150.0
011420,IB월드와이드,1895,1895,1860,1885,4170,7854750,1247.0,99.2,1.5112770649558942,19.0,0.0,0.0
003560,IHQ,2370,2395,2320,2385,153003,362642455,842.0,21.88,2.8317992874109263,109.0,0.0,0.0
175330,JB금융지주,7400,7480,7250,7470,504656,3718566020,0.0,0.0,0.0,0.0,0.0,0.0
005560,JS전선,5580,5690,5530,5630,44171,246885630,11471.0,5.41,0.49050322552523756,1040.0,5.33,300.0
001060,JW중외제약,15800,15900,15600,15600,38927,612733650,14131.0,0.0,0.0,0.0,0.8,125.0
001067,JW중외제약2우B,19200,19800,18700,19150,2495,47735250,0.0,0.0,0.0,0.0,0.65,125.0
001065,JW중외제약우,12200,12400,11900,12100,3110,37693500,0.0,0.0,0.0,0.0,1.24,150.0
096760,JW홀딩스,2640,2715,2640,2695,48010,128190200,1580.0,0.0,0.0,0.0,0.93,25.0
105560,KB금융,42000,42200,41300,42000,1085371,45310973350,63438.0,9.53,0.6622804943409313,4408.0,1.43,600.0
002380,KCC,427500,430000,415500,428000,33646,14252027000,468604.0,9.43,0.9132592498143421,45384.0,1.87,8000.0
009070,KCTC,18300,18700,18300,18700,51,949700,48172.0,0.0,0.0,0.0,1.34,250.0
009440,KC그린홀딩스,10700,10750,10450,10550,192163,2029861800,5875.0,9.98,1.7949321808510639,1057.0,0.66,70.0
119650,KC코트렐,11250,11300,11100,11300,31619,355638650,7313.0,6.9,1.5451443491043348,1638.0,4.16,470.0
092220,KEC,1065,1140,1045,1045,1213428,1311051690,4794.0,0.0,0.0,0.0,0.0,0.0
109070,KGP,1600,1660,1565,1600,17410,27600100,3238.0,0.0,0.0,0.0,0.0,0.0
001390,KG케미칼,17300,17750,17200,17700,45570,796254000,16723.0,23.73,1.0587719757220595,746.0,0.85,150.0
001940,KISCO홀딩스,41000,41900,40000,40500,561,22763500,175031.0,4.08,0.23120038378915736,9923.0,2.22,900.0
083420,KPX그린케미칼,4520,4545,4500,4540,2470,11180050,4928.0,7.76,0.9213890967431007,585.0,3.3,150.0
025000,KPX케미칼,66300,66600,65400,65700,808,53265000,68667.0,8.64,0.9567138782093291,7603.0,4.57,3000.0
092230,KPX홀딩스,47650,47650,47150,47650,1841,87427150,123023.0,10.8,0.387035097095665,4410.0,5.35,2550.0
025850,KPX화인케미칼,20100,20150,19700,20000,595,11793000,33703.0,0.0,0.0,0.0,0.0,0.0
044450,KSS해운,11000,11150,10650,10900,32160,347996000,11811.0,9.45,0.9236225764118194,1154.0,0.83,90.0
030200,KT,35500,35650,35200,35450,1247471,44060330350,47141.0,8.17,0.7525107523175155,4341.0,5.64,2000.0
033780,KT&G,78500,78600,77600,78500,126757,9910604800,37081.0,13.38,2.118166353725628,5869.0,4.08,3200.0
030210,KTB투자증권,2520,2520,2400,2415,477917,1163735540,6717.0,44.72,0.35950759267530147,54.0,0.0,0.0
058850,KTcs,3025,3050,2990,3010,120449,362294320,2685.0,7.12,1.1218706354748604,423.0,3.32,100.0
003550,LG,63100,63400,61600,62100,553095,34466505500,64357.0,11.73,0.9646257885700079,5294.0,1.61,1000.0
034220,LG디스플레이,25050,25100,24300,24350,2415652,59200259450,28534.0,37.34,0.8533022008831569,652.0,0.0,0.0
001120,LG상사,31400,31600,30350,30400,1414367,43342367650,37894.0,5.3,0.8022373058729614,5735.0,1.64,500.0
068870,LG생명과학,48200,48200,47450,47800,52340,2495240500,15028.0,94.25,3.1797145328719725,507.0,0.0,0.0
068875,LG생명과학우,22900,23100,21000,22350,1160,25163500,0.0,0.0,0.0,0.0,0.0,0.0
051900,LG생활건강,547000,561000,545000,557000,78587,43708575000,67816.0,30.73,8.21474698080099,18126.0,0.67,3750.0
051905,LG생활건강우,208000,228000,202000,224000,2536,557589500,0.0,0.0,0.0,0.0,1.7,3800.0
003555,LG우,34800,34800,33400,33700,2933,98876950,0.0,0.0,0.0,0.0,3.12,1050.0
032640,LG유플러스,12600,12600,12100,12400,1707913,21062918450,8582.0,0.0,0.0,0.0,0.0,0.0
011070,LG이노텍,90300,90500,87100,87100,168462,14912202100,62876.0,0.0,0.0,0.0,0.0,0.0
066570,LG전자,69700,69800,67100,67700,2284129,154868438100,68872.0,185.0,0.9831281217330701,366.0,0.3,200.0
066575,LG전자우,26350,26350,25250,25500,122965,3149409500,0.0,0.0,0.0,0.0,0.98,250.0
093050,LG패션,32900,33400,32800,33350,91919,3056275150,29701.0,16.06,1.1227147234099861,2076.0,1.2,400.0
108670,LG하우시스,126500,127000,124000,126500,30463,3819226500,72100.0,43.66,1.7547269417475728,2898.0,0.79,1000.0
108675,LG하우시스우,41350,42700,41200,42300,1630,68448500,0.0,0.0,0.0,0.0,2.48,1050.0
