,종목명,시가,고가,저가,종가,거래량,거래대금,BPS,PER,PBR,EPS,DIV,DPS
095570,AJ네트웍스,5310,5460,5300,5370,140611,756116940,5613.0,11.23,0.9560479021913415,478.0,0.0,0.0
068400,AJ렌터카,9730,10150,9680,9960,631446,6314343390,10172.0,12.59,0.9793212986629964,791.0,0.0,0.0
006840,AK홀딩스,58000,58700,57000,58400,37565,2177353600,42342.0,0.0,0.0,0.0,0.86,500.0
027410,BGF리테일,103500,106000,103000,106000,78723,8293033000,15615.0,33.97,6.789399215497919,3121.0,1.13,1200.0
138930,BNK금융지주,9300,9440,9230,9390,918459,8613201540,22104.0,4.97,0.42485240228013027,1890.0,1.6,150.0
001460,BYC,374000,374500,365000,374500,154,56916500,450114.0,18.0,0.8319092496567536,20803.0,0.23,850.0
001465,BYC우,163000,165500,163000,165000,3,493500,0.0,0.0,0.0,0.0,0.55,900.0
001040,CJ,162000,165500,161500,164500,87679,14395870500,114710.0,22.7,1.4333190763664894,7242.0,0.82,1350.0
079160,CJ CGV,73900,75700,73900,75300,98453,7409763300,19899.0,30.67,3.784082271722197,2455.0,0.46,350.0
000120,CJ대한통운,161000,166000,160000,165500,43260,7093315000,101842.0,62.78,1.6249815891282575,2636.0,0.0,0.0
011150,CJ씨푸드,3315,3315,3290,3290,72527,239434380,1384.0,46.34,2.3774611632947975,71.0,0.0,0.0
011155,CJ씨푸드1우,24750,30200,23150,27650,311812,8503080700,0.0,0.0,0.0,0.0,0.0,0.0
001045,CJ우,67900,68800,67600,68600,4669,318462800,0.0,0.0,0.0,0.0,2.04,1400.0
097950,CJ제일제당,348000,353000,344500,349000,48171,16708031000,216981.0,26.05,1.6086854234933012,13401.0,0.72,2500.0
097955,CJ제일제당 우,149500,149500,145000,148000,11386,1667258000,0.0,0.0,0.0,0.0,1.72,2550.0
037560,CJ헬로비전,9510,9560,9350,9490,180379,1713395560,12282.0,12.29,0.7724439219996743,772.0,0.79,75.0
000590,CS홀딩스,85000,86400,85000,86400,179,15342000,177390.0,4.59,0.4873167438271605,18834.0,0.0,0.0
139130,DGB금융지주,11050,11400,10950,11350,570754,6448315650,20624.0,6.45,0.5500473129000194,1759.0,2.47,280.0
004840,DRB동일,11300,11350,11100,11350,8621,97293800,16050.0,4.89,0.7078455996884735,2323.0,0.53,60.0
155660,DSR,14450,14600,13650,14050,1229483,17402482900,7546.0,22.62,1.8619301616750596,621.0,0.36,50.0
069730,DSR제강,16350,17000,15500,16300,3781324,61525032750,8199.0,23.8,1.9881521374557873,685.0,0.25,40.0
017940,E1,56000,56100,55200,56000,6582,366045200,167698.0,32.47,0.3339848641605744,1725.0,4.64,2600.0
007700,F&F,26950,27000,25900,26350,47340,1238774950,12964.0,32.62,2.033400185128047,808.0,0.76,200.0
114090,GKL,20600,21000,20400,20500,323292,6662577750,7376.0,13.82,2.7786772556263557,1483.0,4.05,831.0
078930,GS,55900,56400,55500,56100,151412,8462661400,66746.0,10.79,0.8402233373535493,5198.0,2.67,1500.0
006360,GS건설,31000,32300,30950,32150,646753,20633506550,46258.0,88.56,0.6949757339271045,363.0,0.0,0.0
001250,GS글로벌,3090,3150,3060,3070,375138,1161254235,6368.0,0.0,0.0,0.0,0.0,0.0
007070,GS리테일,50400,51000,50100,50500,194233,9835795200,23281.0,23.69,2.1702434388557195,2133.0,1.68,850.0
078935,GS우,35650,35900,35600,35900,5561,199096000,0.0,0.0,0.0,0.0,4.32,1550.0
001500,HMC투자증권,10900,11000,10800,10850,42831,467351700,24542.0,6.32,0.44192226591149864,1716.0,4.15,450.0
003560,IHQ,1760,1780,1735,1750,217387,379155010,1489.0,44.88,1.1753693754197447,39.0,0.0,0.0
175330,JB금융지주,5860,6030,5860,6000,389257,2329546210,13767.0,6.81,0.43570647880801916,881.0,0.83,50.0
234080,JW생명과학,30850,32000,29900,30000,272171,8423263900,10462.0,18.45,2.8662137378130375,1625.0,2.69,808.0
001060,JW중외제약,42750,42750,41650,42100,75026,3163651700,12444.0,356.8,3.382875281260045,118.0,0.36,150.0
001067,JW중외제약2우B,35300,35600,34500,35300,592,20692000,0.0,0.0,0.0,0.0,0.42,150.0
001065,JW중외제약우,22750,23250,22450,22500,414,9386950,0.0,0.0,0.0,0.0,0.78,175.0
096760,JW홀딩스,7870,7910,7700,7750,114002,888318850,1865.0,3876.0,4.15656836461126,2.0,0.58,45.0
105560,KB금융,49700,51100,49650,50300,1352438,68218700776,74234.0,11.44,0.6773075679607727,4396.0,1.95,980.0
002550,KB손해보험,27650,27850,27400,27650,96531,2661882600,34678.0,8.87,0.7970189583453486,3117.0,1.45,400.0
021960,KB캐피탈,24800,25250,24750,25250,18827,470024350,26928.0,8.96,0.9374242772393048,2817.0,1.98,500.0
002380,KCC,356000,361000,355500,360000,23122,8316977500,554909.0,19.22,0.6486958897765219,18730.0,2.5,9000.0
009070,KCTC,3260,3260,3225,3225,12432,40396410,5678.0,10.9,0.5681467946460022,296.0,1.09,35.0
009440,KC그린홀딩스,7100,7150,7030,7110,28064,199413190,6859.0,11.56,1.0367309374544393,615.0,1.13,80.0
119650,KC코트렐,5750,5900,5730,5770,44035,256246280,5122.0,0.0,0.0,0.0,0.0,0.0
