일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2010/01/04,12405,-222,-1.76,12479,12578,12182,1328217,16327669650,3812357721450,152189929
2010/01/05,11860,-545,-4.39,12380,12479,11687,3059372,36829548200,3644948799550,152189929
2010/01/06,11786,-74,-0.63,11885,11984,11538,2664823,31181791700,3622120310200,152189929
2010/01/07,11488,-298,-2.52,11786,11786,11340,2710222,31166288300,3530806352800,152189929
2010/01/08,11588,100,0.86,11439,11588,11266,1420328,16248583000,3561244338600,152189929
2010/01/11,11464,-124,-1.07,11488,11687,11439,1798059,20791534700,3523196856350,152189929
2010/01/12,11439,-25,-0.22,11538,11637,11290,1128921,12904115200,3515587359900,152189929
2010/01/13,10969,-470,-4.11,11290,11340,10919,2062248,22762648050,3371006927350,152189929
2010/01/14,10919,-50,-0.45,11018,11241,10845,1654324,18189269950,3355787934450,152189929
2010/01/15,10894,-25,-0.23,10944,11018,10671,2734666,29768296850,3348178438000,152189929
2010/01/18,10746,-148,-1.36,10944,10944,10473,2603637,27851047250,3302521459300,152189929
2010/01/19,10894,148,1.38,10894,10993,10696,2303669,24971408600,3348178438000,152189929
2010/01/20,11043,149,1.36,10969,11241,10795,2799117,30942221650,3393835416700,152189929
2010/01/21,10548,-495,-4.48,10845,10845,10449,2405981,25512999800,3241645487700,152189929
2010/01/22,10176,-372,-3.52,10374,10399,10151,3458687,35497331800,3127503040950,152189929
2010/01/25,10597,421,4.14,10201,10746,10176,2197689,23236256100,3256864480600,152189929
2010/01/26,10201,-396,-3.74,10721,10746,10102,1768096,18261202100,3135112537400,152189929
2010/01/27,10572,371,3.64,10374,10671,10250,2135874,22426260000,3249254984150,152189929
2010/01/28,10820,248,2.34,10671,10919,10449,1659142,17812213100,3325349948650,152189929
2010/01/29,11043,223,2.06,10647,11142,10622,2892540,31721398650,3393835416700,152189929
2010/02/01,10993,-50,-0.45,10944,11167,10845,1062682,11686949600,3378616423800,152189929
2010/02/02,10894,-99,-0.9,11068,11142,10820,1463509,15997198300,3348178438000,152189929
